period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share,State,City,Property_Type
2019-01-31,0.87209592,35.07028706,8.79115254,160444062.0,1.55283957,0.0217269,41.0,15.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.68,OH,Columbus,Office
2019-02-28,0.872,35.07028706,8.79115254,160444062.0,1.55283957,0.0217269,41.0,23.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.45,OH,Columbus,Office
2019-03-31,0.872,35.07028706,8.76413052,160444062.0,1.54811591,0.0217269,41.0,23.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,2.92,OH,Columbus,Office
2019-04-30,0.872,35.07028706,8.76413052,160444062.0,1.54811591,0.02008468,41.0,23.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,2.69,OH,Columbus,Office
2019-05-31,0.872,35.07028706,8.76413052,160444062.0,1.54811591,0.02008468,41.0,23.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.43,OH,Columbus,Office
2019-06-30,0.872,35.07028706,8.76413052,160444062.0,1.54811591,0.01932731,41.0,23.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.29,OH,Columbus,Office
2019-07-31,0.872,35.07028706,8.76413052,160444062.0,1.54811591,0.01932731,41.0,23.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,2.66,OH,Columbus,Office
2019-08-31,0.88007591,35.12522509,9.23319899,184478500.0,1.79352083,0.01214953,38.0,10.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.13,OH,Columbus,Office
2019-09-30,0.88007591,35.12522509,9.23319899,184478500.0,1.79352083,0.01214953,38.0,10.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.87,OH,Columbus,Office
2019-10-31,0.87983899,35.12522509,9.23319899,184478500.0,1.79352083,0.00443092,38.0,10.0,114.42,1.51,2.6,67207.0,10.99,88.75,0.24,64.85,54469.08,130118.32,37.74,4.43,0.75,0.72,64.78,0.95,3.07,-7.69,3.79,OH,Columbus,Office
