period_begin,occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,remote_work_share
2019-01-31,0.82870924,36.31847189,12.90872926,1871809929.0,4.45957655,0.0613098,15.0,37.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.73
2019-02-28,0.83852244,36.31847189,12.90872926,1871809929.0,4.45957655,0.0613098,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.24
2019-03-31,0.83852244,36.31847189,12.98567042,1871809929.0,4.4647712,0.0613098,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,4.92
2019-04-30,0.83852244,36.31847189,12.98567042,1871809929.0,4.4647712,0.05843086,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.48
2019-05-31,0.83852244,36.31847189,12.98567042,1871809929.0,4.4647712,0.05843086,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.88
2019-06-30,0.83852244,36.31847189,12.98567042,1871809929.0,4.4647712,0.05563989,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.27
2019-07-31,0.83852244,36.31847189,12.98567042,1871809929.0,4.4647712,0.05563989,15.0,27.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,4.7
2019-08-31,0.85707657,36.21901571,12.99151138,2054989426.0,4.5006838,0.04558833,11.0,22.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,4.77
2019-09-30,0.85707657,36.21901571,12.99151138,2054989426.0,4.5006838,0.04558833,11.0,22.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,6.13
2019-10-31,0.85684229,36.21901571,12.99151138,2054989426.0,4.5006838,0.04412706,11.0,22.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.3
2019-11-30,0.85684229,36.21901571,12.99151138,2054989426.0,4.5006838,0.04412706,11.0,22.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.31
2019-12-31,0.85684229,36.21901571,12.99151138,2054989426.0,4.5006838,0.04412706,11.0,22.0,120.88,2.91,2.8,67896.0,11.98,87.6,0.41,62.61,49123.79,126915.79,37.62,5.84,1.49,1.58,64.98,1.71,4.3,0.0,5.26
2020-01-31,0.85684229,36.21901571,12.99151138,2054989426.0,4.5006838,0.04292239,11.0,22.0,123.25,1.96,2.78,71281.07,11.83,87.75,0.4,62.5,48627.22,130113.57,37.89,5.87,1.63,1.71,65.39,1.82,0.8,71.42,4.98
