occupancy,age_median,airport_distance,airport_volume,railroad_distance,asset_value_momentum,rank_desirability,rank_fiscal_health_tax,CPI,Inflation,Avg_household_size,Median_household_income,Employment_in_industry,Employment_in_services,Employment_in_agriculture,Labor_force_participation_rate,Real_GDP_per_capita,Real_GDP_per_worker,Prop_GVA_industries,Prop_GVA_construction,Male_15_64,Female_15_64,Prop_further_educ,Pop_growth,Real_GDP_growth,Unemp_growth,period_begin,remote_work_share
0.90396096,36.59417934,10.25260685,172868553.0,1.64750182,0.06758586,31.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-01-31,4.95
0.90426299,36.59417934,10.25260685,172868553.0,1.64750182,0.06758586,31.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-02-28,5.12
0.90426299,36.59417934,10.27050784,172868553.0,1.65032874,0.06758586,31.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-03-31,4.27
0.90178978,36.59417934,10.27050784,172868553.0,1.65032874,0.0656091,31.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-04-30,4.43
0.90178978,36.59417934,10.27050784,172868553.0,1.65032874,0.0656091,31.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-05-31,4.67
0.90217197,36.59417934,10.27050784,172868553.0,1.65032874,0.04014059,31.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-06-30,4.83
0.90217197,36.59417934,10.27050784,172868553.0,1.65032874,0.04014059,31.0,10.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-07-31,4.21
0.90301023,36.63063083,10.6942216,269208069.0,2.22964134,0.05716501,25.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-08-31,4.62
0.90301023,36.63063083,10.6942216,269208069.0,2.22964134,0.05716501,25.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-09-30,5.23
0.9030103,36.63063083,10.6942216,269208069.0,2.22964134,0.05343835,25.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-10-31,5.1
0.9030103,36.63063083,10.6942216,269208069.0,2.22964134,0.05343835,25.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-11-30,4.89
0.9030103,36.63063083,10.6942216,269208069.0,2.22964134,0.05343835,25.0,3.0,117.92,1.67,2.63,70262.0,13.39,86.51,0.09,68.54,61232.1,136305.37,32.92,5.06,1.33,1.34,65.12,1.56,3.88,-3.7,2019-12-31,5.08
0.9030103,36.63063083,10.6942216,269208069.0,2.22964134,0.07062734,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-01-31,5.09
0.91043584,36.63063083,10.6942216,269208069.0,2.22964134,0.08868106,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-02-29,5.71
0.91043584,36.63063083,10.6942216,269208069.0,2.22964134,0.08868106,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-03-31,6.32
0.92187333,36.63063083,10.6942216,269208069.0,2.22964134,0.0820776,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-04-30,9.87
0.92187333,36.63063083,10.6942216,269208069.0,2.22964134,-0.03559247,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-05-31,8.95
0.92187333,36.63063083,10.6942216,269208069.0,2.22964134,-0.03559247,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-06-30,8.88
0.95000948,36.63063083,10.6942216,269208069.0,2.22964134,-0.03559247,25.0,3.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-07-31,8.66
0.95000241,36.81710596,10.6942216,269208069.0,2.22964134,0.06026257,10.0,9.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-08-31,10.75
0.95000241,36.81710596,10.6942216,269208069.0,2.22964134,0.07472032,10.0,9.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-09-30,11.93
0.95000241,36.81710596,10.6942216,269208069.0,2.22964134,0.07472032,10.0,9.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-10-31,11.16
0.95000241,36.81710596,10.6942216,269208069.0,2.22964134,0.07472032,10.0,9.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-11-30,10.2
0.95000241,36.81710596,10.6942216,269208069.0,2.22964134,0.07472032,10.0,9.0,118.94,0.86,2.6,72442.49,13.29,86.61,0.09,66.81,58802.4,140918.8,33.49,5.18,1.35,1.36,65.72,1.56,-2.46,169.23,2020-12-31,10.93
0.928,36.81710596,10.6942216,269208069.0,2.22964134,0.17950248,10.0,9.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-01-31,12.29
0.92990271,36.53488291,12.79227982,317527466.0,2.77045045,0.16222825,13.0,21.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-02-28,13.18
0.92990271,36.53488291,12.79227982,317527466.0,2.77045045,0.16222825,13.0,21.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-03-31,13.42
0.932,36.53488291,12.79227982,317527466.0,2.77045045,0.14318035,13.0,21.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-04-30,11.82
0.932,36.53488291,12.79227982,317527466.0,2.77045045,0.14318035,13.0,21.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-05-31,11.91
0.932,36.53488291,12.79227982,317527466.0,2.77045045,0.14318035,13.0,21.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-06-30,11.47
0.932,36.53488291,12.79227982,317527466.0,2.77045045,0.30261681,13.0,21.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-07-31,12.05
0.932,36.53488291,12.79227982,317527466.0,2.77045045,0.31884589,13.0,21.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-08-31,12.72
0.932,36.53488291,12.79227982,317527466.0,2.77045045,0.31884589,13.0,21.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-09-30,13.44
0.932,36.53488291,12.79227982,317527466.0,2.77045045,0.45457621,13.0,21.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-10-31,13.72
0.932,36.53488291,12.79227982,317527466.0,2.77045045,0.45457621,13.0,21.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-11-30,13.44
0.932,36.53488291,12.79227982,317527466.0,2.77045045,0.45457621,13.0,21.0,124.66,4.8,2.49,72725.0,13.2,86.69,0.09,67.1,62284.74,143633.55,33.82,5.25,0.67,0.67,66.24,0.85,6.83,-48.57,2021-12-31,11.97
0.937,36.64517227,12.79227982,317527466.0,2.77045045,0.47822324,13.0,21.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-01-31,12.49
0.9418967,36.73029045,12.80109088,411040084.0,2.78305371,0.48998818,13.0,26.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-02-28,11.96
0.9418967,36.73029045,12.80109088,411040084.0,2.78305371,0.48998818,13.0,26.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-03-31,11.66
0.938,36.73029045,12.80109088,411040084.0,2.78305371,0.34106692,13.0,26.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-04-30,12.27
0.938,36.73029045,12.80109088,411040084.0,2.78305371,0.34106692,13.0,26.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-05-31,11.2
0.938,36.73029045,12.80109088,411040084.0,2.78305371,0.34106692,13.0,26.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-06-30,13.82
0.938,36.73029045,12.80109088,411040084.0,2.78305371,0.18321517,13.0,26.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-07-31,12.17
0.938,36.73029045,12.80109088,411040084.0,2.78305371,0.10436812,17.0,29.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-08-31,12.42
0.938,36.73029045,12.80109088,411040084.0,2.78305371,-0.08887444,17.0,29.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-09-30,13.4
0.938,36.73029045,12.80109088,411040084.0,2.78305371,-0.08887444,17.0,29.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-10-31,14.67
0.938,36.73029045,12.80109088,411040084.0,2.78305371,-0.24300554,17.0,29.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-11-30,13.41
0.938,36.73029045,12.80109088,411040084.0,2.78305371,-0.24300554,17.0,29.0,134.78,8.11,2.48,74869.44,13.12,86.77,0.09,67.35,63207.06,144130.87,34.11,5.31,1.25,1.25,66.69,1.42,2.92,-24.76,2022-12-31,12.73
0.938,36.94933512,12.80109088,411040084.0,2.78305371,-0.21286212,17.0,29.0,140.56,4.28,2.47,76946.41,13.05,86.85,0.09,67.59,64315.72,147125.37,34.36,5.36,1.11,1.11,67.08,1.26,3.03,19.01,2023-01-31,12.25
0.98270502,36.94933512,12.81756098,349326254.0,2.78195072,-0.23167331,6.0,9.0,140.56,4.28,2.47,76946.41,13.05,86.85,0.09,67.59,64315.72,147125.37,34.36,5.36,1.11,1.11,67.08,1.26,3.03,19.01,2023-02-28,14.63
0.98270502,36.94933512,12.81756098,349326254.0,2.78195072,-0.23167331,6.0,9.0,140.56,4.28,2.47,76946.41,13.05,86.85,0.09,67.59,64315.72,147125.37,34.36,5.36,1.11,1.11,67.08,1.26,3.03,19.01,2023-03-31,14.12
0.9805,36.94933512,12.81756098,349326254.0,2.78195072,-0.25162815,6.0,9.0,140.56,4.28,2.47,76946.41,13.05,86.85,0.09,67.59,64315.72,147125.37,34.36,5.36,1.11,1.11,67.08,1.26,3.03,19.01,2023-04-30,14.36
0.9805,36.94933512,12.81756098,349326254.0,2.78195072,-0.25162815,6.0,9.0,140.56,4.28,2.47,76946.41,13.05,86.85,0.09,67.59,64315.72,147125.37,34.36,5.36,1.11,1.11,67.08,1.26,3.03,19.01,2023-05-31,14.2
0.9805,37.03194265,12.81756098,349326254.0,2.78195072,-0.15455507,6.0,9.0,140.56,4.28,2.47,76946.41,13.05,86.85,0.09,67.59,64315.72,147125.37,34.36,5.36,1.11,1.11,67.08,1.26,3.03,19.01,2023-06-30,11.67
0.9805,37.03194265,12.81756098,349326254.0,2.78195072,-0.12840729,6.0,9.0,140.56,4.28,2.47,76946.41,13.05,86.85,0.09,67.59,64315.72,147125.37,34.36,5.36,1.11,1.11,67.08,1.26,3.03,19.01,2023-07-31,11.57
